locus_tag	ftype	length_bp	gene	EC_number	COG	product
ANC_01114	CDS	540	hyfH			hydrogenase 4, component H
ANC_01115	CDS	759	hyfI			hydrogenase 4, small subunit
ANC_01116	CDS	414	hyfJ			hydrogenase 4 component J, putative protein processing element
ANC_01117	CDS	2013	hyfR			HyfR DNA-binding transcriptional activator
ANC_01118	CDS	849	focB			FocB formate FNT transporter
ANC_01119	CDS	549	yfgO			putative inner membrane protein
ANC_01120	CDS	1278	exuT_2			hexuronate transporter
ANC_01121	CDS	450	rplI			50S ribosomal subunit protein L9
ANC_01122	CDS	228	rpsR			30S ribosomal subunit protein S18
ANC_01123	CDS	315	priB			primosome
ANC_01124	CDS	396	rpsF			30S ribosomal subunit protein S6
ANC_01125	CDS	276	yjfY			putative protein
ANC_01126	CDS	687	ulaF	5.1.3.4		L-ribulose 5-phosphate 4-epimerase
ANC_01127	CDS	855	ulaE	5.1.3.22		L-xylulose 5-phosphate 3-epimerase
ANC_01128	CDS	651	ulaD	4.1.1.85		3-keto-L-gulonate 6-phosphate decarboxylase
ANC_01129	CDS	465	ulaC			L-ascorbate PTS permease - UlaC subunit
ANC_01130	CDS	306	ulaB	2.7.1.69		L-ascorbate PTS permease - UlaB subunit
ANC_01131	CDS	1398	ulaA			L-ascorbate PTS permease - UlaA subunit
ANC_01132	CDS	1065	ulaG			L-ascorbate 6-phosphate lactonase
ANC_01133	CDS	756	ulaR			UlaR DNA-binding transcriptional repressor
ANC_01134	CDS	750	yjfP			esterase
ANC_01135	CDS	330				hypothetical protein
ANC_01136	CDS	276	yjfN			putative protein
ANC_01137	CDS	1626	aidB			isovaleryl-CoA dehydrogenase and DNA-binding transcriptional repressor
ANC_01138	CDS	1164	yjfC			putative synthetase/amidase
ANC_01139	CDS	639				hypothetical protein
ANC_01140	CDS	399				hypothetical protein
ANC_01141	CDS	660				hypothetical protein
ANC_01142	CDS	699	yjfJ			putative transcriptional regulator effector protein
ANC_01143	CDS	402				hypothetical protein
ANC_01144	CDS	732	rlmB			23S rRNA 2'-O-ribose methyltransferase monomer
ANC_01145	CDS	2442	rnr	3.1.13.1		RNase R
ANC_01146	CDS	426	nsrR			NsrR-nitric oxide
ANC_01147	CDS	1299	purA	6.3.4.4		adenylosuccinate synthetase
ANC_01148	CDS	198				hypothetical protein
ANC_01149	CDS	1005	hflC			regulator of FtsH protease
ANC_01150	CDS	1260	hflK			regulator of FtsH protease
ANC_01151	CDS	1281	hflX			GTPase associated with the 50S subunit of the ribosome
ANC_01152	CDS	309	hfq			RNA-binding protein that affects many cellular processes; of mammalian Sm/Sm-like proteins
ANC_01153	CDS	951	miaA	2.5.1.75		tRNA(i6A37) synthase
ANC_01154	CDS	1848	mutL			MutHLS complex, methyl-directed mismatch repair
ANC_01155	CDS	1338	amiB	3.5.1.28		N-acetylmuramoyl-L-alanine amidase 2
ANC_01156	CDS	462	tsaE			protein involved in threonylcarbamoyladenosine biosynthesis
ANC_01157	CDS	1533	yjeF			NAD(P)HX epimerase / NAD(P)HX dehydratase
ANC_01158	CDS	1140	queG			epoxyqueuosine reductase
ANC_01159	tRNA	76				tRNA-Gly(gcc)
ANC_01160	CDS	549	pgsA	2.7.8.5		phosphatidylglycerophosphate synthase
ANC_01161	CDS	1833	uvrC			excinuclease ABC, subunit C; repair of UV damage to DNA
ANC_01162	CDS	489	ygeK			putative DNA-binding transcriptional regulator
ANC_01163	CDS	288	yebO			putative protein
ANC_01164	CDS	240	yobH			putative protein
ANC_01165	CDS	792	kdgR			KdgR DNA-binding transcriptional repressor
ANC_01166	CDS	1374	yebQ			putative transporter
ANC_01167	CDS	882	htpX			heat shock protein, integral membrane protein
ANC_01168	CDS	2049	prc			tail-specific protease
ANC_01169	CDS	699	proQ			RNA chaperone, involved in posttranscriptional control of ProP levels
ANC_01170	CDS	552	msrC	1.8.4.14		free methionine-(R)-sulfoxide reductase
ANC_01171	CDS	1284				hypothetical protein
ANC_01172	CDS	2634				hypothetical protein
ANC_01173	CDS	1446	rsmF			16S rRNA methyltransferase
ANC_01174	CDS	237	yebV			putative protein
ANC_01175	CDS	276				hypothetical protein
ANC_01176	CDS	657	pphA	3.1.3.16		protein phosphatase 1 modulates phosphoproteins, signals protein misfolding
ANC_01177	CDS	342	yebY			putative protein
ANC_01178	CDS	873	yebZ			putative resistance protein
ANC_01179	CDS	375				hypothetical protein
ANC_01180	CDS	231	holE	2.7.7.7		DNA polymerase III, th subunit
ANC_01181	CDS	657				hypothetical protein
ANC_01182	CDS	663	exoX			exonuclease X
ANC_01183	CDS	2061	ptrB			protease II
ANC_01184	CDS	660				hypothetical protein
ANC_01185	CDS	111				hypothetical protein
ANC_01186	CDS	207				hypothetical protein
ANC_01187	CDS	357	yebF			putative protein
ANC_01188	CDS	291				hypothetical protein
ANC_01189	CDS	1179	purT			phosphoribosylglycinamide formyltransferase 2
ANC_01190	CDS	642	eda	4.1.3.16		multifunctional 2-keto-3-deoxygluconate 6-phosphate aldolase and 2-keto-4-hydroxyglutarate aldolase and oxaloacetate decarboxylase
ANC_01191	CDS	1812	edd	4.2.1.12		phosphogluconate dehydratase
ANC_01192	CDS	1476	zwf	1.1.1.49		glucose 6-phosphate-1-dehydrogenase
ANC_01193	CDS	150				hypothetical protein
ANC_01194	CDS	870	yebK			putative DNA-binding transcriptional regulator
ANC_01195	CDS	1443	pykA	2.7.1.40		pyruvate kinase II monomer
ANC_01196	CDS	972	lpxM			myristoyl-acyl carrier protein (ACP)-dependent acyltransferase
ANC_01197	CDS	1323	yebA			putative peptidase
ANC_01198	CDS	987	znuA			Zn2+ ABC transporter - periplasmic binding protein
ANC_01199	CDS	756	znuC			Zn2+ ABC transporter - ATP binding subunit
ANC_01200	CDS	786	znuB			Zn2+ ABC transporter - membrane subunit
ANC_01201	CDS	1011	ruvB			branch migration of Holliday structures; repair helicase
ANC_01202	CDS	612	ruvA			branch migration of Holliday structures; repair
ANC_01203	CDS	546	orn			oligoribonuclease monomer
ANC_01204	CDS	1053	rsgA			ribosome small subunit-dependent GTPase A
ANC_01205	CDS	969	psd	4.1.1.65		phosphatidylserine decarboxylase, proenzyme
ANC_01206	CDS	3324	mscM			mechanosensitive channel of miniconductance McsM monomer
ANC_01207	CDS	1458	yjeM			YjeM APC transporter
ANC_01208	CDS	978	epmA			EF-P-lysine lysyltransferase
ANC_01209	CDS	1809	frdA	1.3.99.1		fumarate reductase flavoprotein
ANC_01210	CDS	735	frdB	1.3.99.1		fumarate reductase iron-sulfur protein
ANC_01211	CDS	396	frdC	1.3.99.1		fumarate reductase membrane protein
ANC_01212	CDS	360	frdD	1.3.99.1		fumarate reductase membrane protein
ANC_01213	CDS	1134	ampC	3.5.2.6		beta-lactamase; penicillin resistance
ANC_01214	CDS	537	blc_1			Blc outer membrane lipoprotein (lipocalin)
ANC_01215	CDS	318	sugE			SugE SMR transporter
ANC_01216	CDS	147	ecnB			entericidin B
ANC_01217	CDS	126	ecnA			entericidin A, antidote to lipoprotein entericidin B
ANC_01218	CDS	567	yeiP_2			putative dehydrogenase, NAD-dependent
ANC_01219	CDS	1029	epmB			lysine 2,3-aminomutase
ANC_01220	CDS	870	yjeJ			putative protein
ANC_01221	CDS	354				hypothetical protein
ANC_01222	CDS	1647	groL			GroEL, chaperone Hsp60, peptide-dependent ATPase, heat shock protein
ANC_01223	CDS	294	groS			GroES, chaperone binds to Hsp60 in pres. Mg-ATP, suppressing its ATPase activity
ANC_01224	CDS	1257	yjeH			YjeH APC transporter
ANC_01225	CDS	477	fxsA			inner membrane protein; overproduction inhibits F exclusion of bacteriophage T7
ANC_01226	CDS	1437	aspA	4.3.1.1		aspartate ammonia-lyase
ANC_01227	CDS	1302	dcuA			dicarboxylate transporter DcuA
ANC_01228	CDS	339	cutA			copper binding protein CutA
ANC_01229	CDS	1698	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
ANC_01230	CDS	576	yjdC			putative transcriptional regulator
ANC_01231	tRNA	76				tRNA-Phe(gaa)
ANC_01232	CDS	1539	cadC			CadC DNA-binding transcriptional activator
ANC_01233	CDS	1335	cadB			cadaverine:H+ symporter / lysine:cadaverine antiporter
ANC_01234	CDS	2148	cadA	4.1.1.18		lysine decarboxylase 1
ANC_01235	CDS	1458	yjdL			dipeptide:H+ symporter YjdL
ANC_01236	CDS	420	yiiD_1			putative acetyltransferase
ANC_01237	CDS	498	yiiD_2			putative acetyltransferase
ANC_01238	CDS	438	dtd			D-Tyr-tRNATyr deacylase
ANC_01239	CDS	873	yihY			putative inner membrane protein
ANC_01240	CDS	600	yihX			alpha-D-glucose-1-phosphatase
ANC_01241	CDS	786	yihW			putative DNA-binding transcriptional regulator
ANC_01242	CDS	897	yihV			putative sugar kinase
ANC_01243	CDS	897	yihU			succinate semialdehyde reductase
ANC_01244	CDS	879	yihT			putative aldolase
ANC_01245	CDS	1242	yihS			mannose isomerase
ANC_01246	CDS	927	yihR			putative aldose-1-epimerase
ANC_01247	CDS	1890	yihQ	3.2.1.20		alpha-glucosidase
ANC_01248	CDS	1386	yihP			YihP GPH transporter
ANC_01249	CDS	1404	yihO			YihO GPH transporter
ANC_01250	CDS	759	ompL			putative outer membrane porin L
ANC_01251	CDS	1266	yihN			YihN MFS transporter
ANC_01252	CDS	981				hypothetical protein
ANC_01253	CDS	711	yihL			YihL putative transcriptional regulator
ANC_01254	CDS	1824	typA			protein possibly involved in ribosome structure or function
ANC_01255	CDS	1410	puuA_2	6.3.1.11		glutamate-putrescine ligase
ANC_01256	CDS	1050	glnL_1			NtrB
ANC_01257	CDS	1410	glnG		COG2204	DNA-binding transcriptional regulator NtrC
ANC_01258	CDS	111	yshB			small predicted membrane protein
ANC_01259	CDS	1374	hemN	1.3.99.22		coproporphyrinogen III dehydrogenase
ANC_01260	CDS	510	yihI			GAP-like protein that activates GTPase activity of Der
ANC_01261	CDS	633	yihA			cell division protein; predicted checkpoint GTPase
ANC_01262	CDS	2787	polA	2.7.7.7		DNA polymerase I, 5' --> 3' polymerase, 5' --> 3' and 3' --> 5' exonuclease
ANC_01263	CDS	933	yihG			putative endonuclease
ANC_01264	CDS	1431	yihF			putative GTP-binding protein
ANC_01265	CDS	627	dsbA		COG0526	Thiol:disulfide interchange protein DsbA
ANC_01266	CDS	987	rdoA			serine/threonine protein kinase
ANC_01267	CDS	270				hypothetical protein
ANC_01268	CDS	585	mobA			molybdopterin guanine dinucleotide synthase
ANC_01269	CDS	1191	gpFI			Putative prophage major tail sheath protein
ANC_01270	CDS	780				hypothetical protein
ANC_01271	CDS	255	ogrK_1			DNA-binding transcriptional regulator, prophage P2 remnant
ANC_01272	CDS	1362	yegQ			putative peptidase
ANC_01273	CDS	333	yegP			putative protein
ANC_01274	CDS	723	torR_1			TorR transcriptional dual regulator
ANC_01275	CDS	1404	baeS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase BaeS
ANC_01276	CDS	1416	mdtD			putative transport protein MdtD
ANC_01277	CDS	3078	mdtC			MdtABC-TolC multidrug efflux transport system - membrane subunit
ANC_01278	CDS	3123	mdtB			MdtABC-TolC multidrug efflux transport system - membrane subunit
ANC_01279	CDS	1248	mdtA			MdtABC-TolC multidrug efflux transport system - putative membrane fusion protein
ANC_01280	CDS	147				hypothetical protein
ANC_01281	CDS	147				hypothetical protein
ANC_01282	CDS	660				hypothetical protein
ANC_01283	CDS	681	yegK			putative protein
ANC_01284	CDS	1941				hypothetical protein
ANC_01285	CDS	1353	yegD			actin family protein
ANC_01286	CDS	849	alkA	3.2.2.21		3-methyl-adenine DNA glycosylase II, inducible
ANC_01287	CDS	3306	yegE	2.7.7.65		putative diguanylate cyclase
ANC_01288	CDS	642	udk	2.7.1.48		uridine kinase / cytidine kinase
ANC_01289	CDS	582	dcd	3.5.4.13		dCTP deaminase
ANC_01290	CDS	1854	asmA			putative assembly protein AsmA
ANC_01291	CDS	1584	yegH			putative transport protein
ANC_01292	CDS	1140	wza			lipoprotein required for capsular polysaccharide translocation through the outer membrane
ANC_01293	CDS	444	wzb	3.1.3.48		tyrosine phosphatase
ANC_01294	CDS	2163	wzc			tyrosine kinase involved in colanic acid biosynthesis
ANC_01295	CDS	1437	ttgI			Toluene efflux pump outer membrane protein TtgI
ANC_01296	CDS	762	yohF			putative oxidoreductase with NAD(P)-binding Rossmann-fold domain protein
ANC_01297	CDS	579				hypothetical protein
ANC_01298	CDS	588	yohC			putative inner membrane protein
ANC_01299	CDS	933	pbpG			penicillin-binding protein 7
ANC_01300	CDS	1716	dld	1.1.1.28		D-lactate dehydrogenase
ANC_01301	CDS	2268	bglX	3.2.1.21		beta-D-glucoside glucohydrolase, periplasmic
ANC_01302	CDS	918	osmF			YehW/YehX/YehY/YehZ ABC transporter
ANC_01303	CDS	1158	yehY			YehW/YehX/YehY/YehZ ABC transporter
ANC_01304	CDS	927	yehX			YehW/YehX/YehY/YehZ ABC transporter
ANC_01305	CDS	732	yehW			YehW/YehX/YehY/YehZ ABC transporter
ANC_01306	CDS	108	yohO			small predicted membrane protein
ANC_01307	CDS	732	mlrA			MlrA DNA binding transcriptional activator
ANC_01308	CDS	1686	ypdA_1			putative sensory kinase in two-component system with YpdB
ANC_01309	CDS	720	ypdB_1			putative response regulator in two-component system with YpdA
ANC_01310	CDS	471				hypothetical protein
ANC_01311	CDS	462				hypothetical protein
ANC_01312	CDS	2001	yehQ			putative protein
ANC_01313	CDS	1137				hypothetical protein
ANC_01314	CDS	2280	yehM			putative protein
ANC_01315	CDS	1089	yehL			putative transporter subunit: ATP-binding component of ABC superfamily protein
ANC_01316	CDS	318	yehK			putative protein
ANC_01317	CDS	3633				hypothetical protein
ANC_01318	CDS	3795				hypothetical protein
ANC_01319	CDS	2034	metG	6.1.1.10		methionyl-tRNA synthetase
ANC_01320	CDS	1110	mrp			putative ATPase
ANC_01321	CDS	183				hypothetical protein
ANC_01322	CDS	1350	qseC	2.7.13.3		Sensor protein QseC
ANC_01323	CDS	660	yedW_3			putative DNA-binding response regulator in two-component system with YedV
ANC_01324	CDS	393	ygiW			stress-induced protein
ANC_01325	CDS	483	ygiV			YgiV DNA-binding transcriptional repressor
ANC_01326	CDS	297	mqsR			mRNA interferase, toxin of the MqsR-YgiT toxin-antitoxin system
ANC_01327	CDS	396	mqsA			MqsA antitoxin of the MqsRA toxin-antitoxin system and DNA-binding transcriptional repressor
ANC_01328	CDS	1608	ygiS			putative transporter subunit
ANC_01329	CDS	2259	parC			topoisomerase IV subunit A
ANC_01330	CDS	738	plsC	2.3.1.51		1-acylglycerol-3-phosphate O-acyltransferase
ANC_01331	CDS	1413	ftsP			cell division protein required during stress conditions
ANC_01332	CDS	2220				hypothetical protein
ANC_01333	CDS	258	yqhH			putative outer membrane lipoprotein
ANC_01334	CDS	927				hypothetical protein
ANC_01335	CDS	828	dkgA	1.1.1.274		methylglyoxal reductase [multifunctional]
ANC_01336	CDS	1164	yqhD			NADP-dependent dehydrogenase
ANC_01337	CDS	957	yqhC			YqhC DNA-binding transcriptional activator
ANC_01338	CDS	660				hypothetical protein
ANC_01339	CDS	1188	metC	4.4.1.8		L-cysteine desulfhydrase / cystathionine-beta-lyase
ANC_01340	CDS	735	exbB			TonB energy transducing system - ExbB subunit
ANC_01341	CDS	426	exbD			tonB energy transducing system - ExbD subunit
ANC_01342	CDS	885	yghA			putative glutathionylspermidine synthase, with NAD(P)-binding Rossmann-fold domain
ANC_01343	CDS	495				hypothetical protein
ANC_01344	CDS	1041	yghZ			L-glyceraldehyde 3-phosphate reductase
ANC_01345	CDS	888	ysgA_2	3.1.1.45		putative hydrolase
ANC_01346	CDS	288	yghW			putative protein
ANC_01347	CDS	1119	hybO	1.12.99.6		hydrogenase 2, small subunit
ANC_01348	CDS	987	hybA			hydrogenase 2 4Fe-4S ferredoxin-type component
ANC_01349	CDS	1179	hybB			putative hydrogenase 2 cytochrome b type component
ANC_01350	CDS	1704	hybC	1.12.99.6		hydrogenase 2, large subunit
ANC_01351	CDS	495	hybD			putative maturation peptidase for hydrogenase 2
ANC_01352	CDS	489	hybE			hydrogenase 2-specific chaperone
ANC_01353	CDS	342	hybF			protein involved with the maturation of hydrogenases 1 and 2
ANC_01354	CDS	249	hybG			hydrogenase 2 accessory protein
ANC_01355	CDS	867	yghU			disulfide reductase / organic hydroperoxide reductase
ANC_01356	CDS	1860	gss	6.3.1.8		fused glutathionylspermidine amidase / glutathionylspermidine synthetase
ANC_01357	CDS	1365	mnmE			GTP-binding protein with a role in modification of tRNA
ANC_01358	CDS	1647	yidC			inner-membrane protein insertion factor
ANC_01359	CDS	327	rnpA	3.1.26.5		RNase P protein component; processes tRNA, 4.5S RNA
ANC_01360	CDS	141	rpmH			50S ribosomal subunit protein L34
ANC_01361	CDS	1404	dnaA			chromosomal replication initiator protein DnaA; DNA-binding transcriptional dual regulator
ANC_01362	CDS	1101	dnaN	2.7.7.7		DNA polymerase III, holoenzyme
ANC_01363	CDS	1074	recF			ssDNA and dsDNA binding, ATP binding
ANC_01364	CDS	2415	gyrB	5.99.1.3		DNA gyrase, subunit B
ANC_01365	CDS	399				hypothetical protein
ANC_01366	CDS	813	yidA	3.1.3.23		sugar phosphatase
ANC_01367	CDS	657	yidX			putative lipoprotein
ANC_01368	CDS	690	dgoR			putative DNA-binding transcriptional regulator
ANC_01369	CDS	879	dgoK_2	2.7.1.58		2-dehydro-3-deoxygalactonate kinase
ANC_01370	CDS	618	dgoA_2	4.1.2.21		2-oxo-3-deoxygalactonate 6-phosphate aldolase
ANC_01371	CDS	1149	dgoD	4.2.1.6		D-galactonate dehydratase
ANC_01372	CDS	1293	dgoT			galactonate transporter
ANC_01373	CDS	1065	cbrA			colicin M resistance protein
ANC_01374	CDS	1215				hypothetical protein
ANC_01375	CDS	261				hypothetical protein
ANC_01376	CDS	414	ibpA			small heat shock protein IbpA
ANC_01377	CDS	429	ibpB			small heat shock protein IbpB
ANC_01378	CDS	1662	yidE			putative transporter
ANC_01379	CDS	486	yidP			putative DNA-binding transcriptional regulator
ANC_01380	CDS	1617				hypothetical protein
ANC_01381	CDS	1323	aglB	3.2.1.122	COG1486	6-phospho-alpha-glucosidase
ANC_01382	CDS	894	yidL			putative ARAC-type regulatory protein
ANC_01383	CDS	1716	yidK			YidK SSS transporter
ANC_01384	CDS	1494	yidJ			putative sulfatase
ANC_01385	CDS	450	yidI			putative inner membrane protein
ANC_01386	CDS	348				hypothetical protein
ANC_01387	CDS	363	yidG			putative inner membrane protein
ANC_01388	CDS	498	yidF			putative DNA-binding transcriptional regulator
ANC_01389	CDS	1185	emrD			multidrug efflux transporter EmrD
ANC_01390	CDS	741	yadV			putative pilin chaperone similar to PapD
ANC_01391	CDS	2601	htrE			putative outer membrane usher protein
ANC_01392	CDS	384	yadM			putative fimbrial-like adhesin protein
ANC_01393	CDS	603	yadL			hypothetical protein
ANC_01394	CDS	597	yadK			putative fimbrial-like adhesin protein
ANC_01395	CDS	1275	yadC			putative fimbrial-like adhesin protein
ANC_01396	CDS	795	panB	2.1.2.11		3-methyl-2-oxobutanoate hydroxymethyltransferase monomer
ANC_01397	CDS	852	panC	6.3.2.1		pantothenate synthetase monomer
ANC_01398	CDS	903	yadD			putative transposase
ANC_01399	CDS	381	panD	4.1.1.11		Aspartate 1-decarboxylase
ANC_01400	CDS	1230	yadE			putative polysaccharide deacetylase lipoprotein
ANC_01401	CDS	441	yadI_1			AgaX
ANC_01402	CDS	771	yadH			YadG/YadH ABC transporter
ANC_01403	CDS	927	yadG			YadG/YadH ABC transporter
ANC_01404	CDS	663	can	4.2.1.1		carbonic anhydrase 2 monomer
ANC_01405	CDS	537	hpt	2.4.2.8		hypoxanthine-guanine phosphoribosyltransferase
ANC_01406	CDS	2391	gcd	1.1.5.2		glucose dehydrogenase
ANC_01407	CDS	1551	cueO			multicopper oxidase with role in copper homeostasis
ANC_01408	CDS	309	yacC			putative protein
ANC_01409	CDS	867	speE	2.5.1.16		spermidine synthase
ANC_01410	CDS	795	speD	4.1.1.50		adenosylmethionine decarboxylase, proenzyme
ANC_01411	CDS	363				hypothetical protein
ANC_01412	CDS	2598	acnB	4.2.1.99		bifunctional aconitate hydratase 2 and 2-methylisocitrate dehydratase
ANC_01413	CDS	1854	yacH			putative membrane protein
ANC_01414	CDS	1425	lpd	1.8.1.4		E3 monomer
ANC_01415	CDS	1893	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
ANC_01416	CDS	2664	aceE	1.2.4.1		subunit of E1p component of pyruvate dehydrogenase complex
ANC_01417	CDS	765	pdhR			PdhR DNA-binding transcriptional dual regulator
ANC_01418	CDS	1131	dnaJ			chaperone with DnaK; heat shock protein
ANC_01419	CDS	1917	dnaK			chaperone Hsp70; DNA biosynthesis; autoregulated heat shock proteins
ANC_01420	CDS	405	yaaI			putative protein
ANC_01421	CDS	714				hypothetical protein
ANC_01422	CDS	567				hypothetical protein
ANC_01423	CDS	588	mog			MogA
ANC_01424	CDS	954	talB			transaldolase B
ANC_01425	CDS	1431	yaaJ			inner membrane protein YaaJ
ANC_01426	CDS	777	yaaA			protein that reduces intracellular iron levels under peroxide stress
ANC_01427	CDS	297	yaaX			putative protein
ANC_01428	CDS	1287	thrC	4.2.3.1		threonine synthase
ANC_01429	CDS	933	thrB	2.7.1.39		homoserine kinase
ANC_01430	CDS	2463	thrA	2.7.2.4		aspartate kinase / homoserine dehydrogenase
ANC_01431	CDS	687	yjtD			putative rRNA methyltransferase
ANC_01432	CDS	717	torR_2			TorR transcriptional dual regulator
ANC_01433	CDS	759	creD_1			putative inner membrane protein
ANC_01434	CDS	570	creD_2			putative inner membrane protein
ANC_01435	CDS	1425	creC	2.7.13.3	COG0642	Sensor protein CreC
ANC_01436	CDS	690	torR_3			TorR transcriptional dual regulator
ANC_01437	CDS	474				hypothetical protein
ANC_01438	CDS	870	rob_1			Rob DNA-binding transcriptional activator
ANC_01439	CDS	648	ytjC	5.4.2.1		putative phosphoglycerate mutase 2
ANC_01440	CDS	522	yjjX	3.6.1.19		ITPase/XTPase
ANC_01441	CDS	297	trpR			TrpR-Tryptophan DNA-binding transcriptional repressor
